,datetime,season,weather,temp,humidity,windspeed,casual,registered,rented_bikes_count,Profit,year,month,day,hour,day_period,month_year,month_numb
29,2011-01-02 06:00:00,Spring,Rainy,20.0,62.0,20.0,0,2,2,8.428767123,2011,January,Sunday,6,monring,2011-01,01
30,2011-01-02 07:00:00,Spring,Clear,16.0,62.0,13.0,0,1,1,4.128767123,2011,January,Sunday,7,monring,2011-01,01
31,2011-01-02 08:00:00,Spring,Rainy,16.0,71.0,15.0,0,8,8,34.22876712,2011,January,Sunday,8,monring,2011-01,01
32,2011-01-02 09:00:00,Spring,Mist,16.0,76.0,13.0,1,19,20,98.72876712,2011,January,Sunday,9,monring,2011-01,01
33,2011-01-02 10:00:00,Spring,Clear,15.0,81.0,15.0,7,46,53,318.0287671,2011,January,Sunday,10,monring,2011-01,01
34,2011-01-02 11:00:00,Spring,Clear,15.0,62.0,17.0,16,54,70,507.2287671,2011,January,Sunday,11,night,2011-01,01
35,2011-01-02 12:00:00,Spring,Mist,15.0,66.0,13.0,20,73,93,657.7287671,2011,January,Sunday,12,evening,2011-01,01
36,2011-01-02 13:00:00,Spring,Mist,15.0,62.0,9.0,11,64,75,464.2287671,2011,January,Sunday,13,evening,2011-01,01
37,2011-01-02 14:00:00,Spring,Rainy,15.0,76.0,13.0,4,55,59,305.1287671,2011,January,Sunday,14,evening,2011-01,01
38,2011-01-02 15:00:00,Spring,Rainy,14.0,81.0,11.0,19,55,74,563.1287671,2011,January,Sunday,15,evening,2011-01,01
39,2011-01-02 16:00:00,Spring,Rainy,14.0,71.0,11.0,9,67,76,442.7287671,2011,January,Sunday,16,evening,2011-01,01
40,2011-01-02 17:00:00,Spring,Clear,14.0,57.0,13.0,7,58,65,369.6287671,2011,January,Sunday,17,night,2011-01,01
41,2011-01-02 18:00:00,Spring,Clear,15.0,62.0,22.0,10,43,53,356.7287671,2011,January,Sunday,18,night,2011-01,01
42,2011-01-02 19:00:00,Spring,Clear,13.0,42.0,13.0,1,29,30,141.7287671,2011,January,Sunday,19,night,2011-01,01
43,2011-01-02 20:00:00,Spring,Clear,12.0,39.0,24.0,5,17,22,158.9287671,2011,January,Sunday,20,night,2011-01,01
44,2011-01-02 21:00:00,Spring,Clear,11.0,44.0,22.0,11,20,31,275.0287671,2011,January,Sunday,21,night,2011-01,01
45,2011-01-02 22:00:00,Spring,Clear,10.0,44.0,20.0,0,9,9,38.52876712,2011,January,Sunday,22,night,2011-01,01
46,2011-01-02 23:00:00,Spring,Clear,20.0,47.0,11.0,0,8,8,34.22876712,2011,January,Sunday,23,night,2011-01,01
47,2011-01-03 00:00:00,Spring,Clear,20.0,44.0,24.0,0,5,5,21.32876712,2011,January,Monday,0,monring,2011-01,01
48,2011-01-03 01:00:00,Spring,Clear,8.0,44.0,13.0,0,2,2,8.428767123,2011,January,Monday,1,monring,2011-01,01
49,2011-01-03 04:00:00,Spring,Clear,7.0,62.0,26.0,0,1,1,4.128767123,2011,January,Monday,4,monring,2011-01,01
50,2011-01-03 05:00:00,Spring,Clear,7.0,47.0,13.0,0,3,3,12.72876712,2011,January,Monday,5,monring,2011-01,01
51,2011-01-03 06:00:00,Spring,Clear,6.0,50.0,26.0,0,30,30,128.8287671,2011,January,Monday,6,monring,2011-01,01
52,2011-01-03 07:00:00,Spring,Clear,6.0,62.0,13.0,1,63,64,287.9287671,2011,January,Monday,7,monring,2011-01,01
53,2011-01-03 08:00:00,Spring,Clear,20.0,62.0,13.0,1,153,154,674.9287671,2011,January,Monday,8,monring,2011-01,01
54,2011-01-03 09:00:00,Spring,Clear,7.0,43.0,13.0,7,81,88,468.5287671,2011,January,Monday,9,monring,2011-01,01
55,2011-01-03 10:00:00,Spring,Clear,7.0,43.0,13.0,11,33,44,330.9287671,2011,January,Monday,10,monring,2011-01,01
56,2011-01-03 11:00:00,Spring,Clear,8.0,62.0,13.0,10,41,51,348.1287671,2011,January,Monday,11,night,2011-01,01
57,2011-01-03 12:00:00,Spring,Clear,20.0,62.0,20.0,13,48,61,429.8287671,2011,January,Monday,12,evening,2011-01,01
58,2011-01-03 13:00:00,Spring,Clear,10.0,35.0,13.0,8,53,61,365.3287671,2011,January,Monday,13,evening,2011-01,01
59,2011-01-03 14:00:00,Spring,Clear,11.0,30.0,19.0,11,66,77,472.8287671,2011,January,Monday,14,evening,2011-01,01
60,2011-01-03 15:00:00,Spring,Clear,20.0,30.0,17.0,14,58,72,490.0287671,2011,January,Monday,15,evening,2011-01,01
61,2011-01-03 16:00:00,Spring,Clear,11.0,62.0,13.0,9,67,76,442.7287671,2011,January,Monday,16,evening,2011-01,01
62,2011-01-03 17:00:00,Spring,Clear,10.0,30.0,15.0,11,146,157,816.8287671,2011,January,Monday,17,night,2011-01,01
63,2011-01-03 18:00:00,Spring,Clear,10.0,62.0,7.0,9,148,157,791.0287671,2011,January,Monday,18,night,2011-01,01
64,2011-01-03 19:00:00,Spring,Clear,8.0,47.0,0.0,8,102,110,576.0287671,2011,January,Monday,19,night,2011-01,01
65,2011-01-03 20:00:00,Spring,Clear,8.0,62.0,7.0,3,49,52,262.1287671,2011,January,Monday,20,night,2011-01,01
66,2011-01-03 21:00:00,Spring,Clear,20.0,62.0,9.0,3,49,52,262.1287671,2011,January,Monday,21,night,2011-01,01
67,2011-01-03 22:00:00,Spring,Clear,6.0,69.0,13.0,0,20,20,85.82876712,2011,January,Monday,22,night,2011-01,01
68,2011-01-03 23:00:00,Spring,Clear,7.0,55.0,13.0,1,11,12,64.32876712,2011,January,Monday,23,night,2011-01,01
69,2011-01-04 00:00:00,Spring,Clear,7.0,62.0,7.0,0,5,5,21.32876712,2011,January,Tuesday,0,monring,2011-01,01
70,2011-01-04 01:00:00,Spring,Clear,7.0,59.0,7.0,0,2,2,8.428767123,2011,January,Tuesday,1,monring,2011-01,01
71,2011-01-04 02:00:00,Spring,Clear,6.0,63.0,9.0,0,1,1,4.128767123,2011,January,Tuesday,2,monring,2011-01,01
72,2011-01-04 04:00:00,Spring,Clear,20.0,63.0,13.0,0,2,2,8.428767123,2011,January,Tuesday,4,monring,2011-01,01
73,2011-01-04 05:00:00,Spring,Clear,20.0,68.0,7.0,0,4,4,17.02876712,2011,January,Tuesday,5,monring,2011-01,01
74,2011-01-04 06:00:00,Spring,Clear,5.0,74.0,13.0,0,36,36,154.6287671,2011,January,Tuesday,6,monring,2011-01,01
75,2011-01-04 07:00:00,Spring,Clear,5.0,62.0,9.0,2,92,94,429.8287671,2011,January,Tuesday,7,monring,2011-01,01
76,2011-01-04 08:00:00,Spring,Clear,6.0,69.0,13.0,2,177,179,795.3287671,2011,January,Tuesday,8,monring,2011-01,01
77,2011-01-04 09:00:00,Spring,Clear,7.0,64.0,15.0,2,98,100,455.6287671,2011,January,Tuesday,9,monring,2011-01,01
78,2011-01-04 10:00:00,Spring,Mist,7.0,69.0,13.0,5,37,42,244.9287671,2011,January,Tuesday,10,monring,2011-01,01
79,2011-01-04 11:00:00,Spring,Clear,9.0,51.0,20.0,7,50,57,335.2287671,2011,January,Tuesday,11,night,2011-01,01
80,2011-01-04 12:00:00,Spring,Clear,20.0,51.0,11.0,12,66,78,490.0287671,2011,January,Tuesday,12,evening,2011-01,01
81,2011-01-04 13:00:00,Spring,Clear,10.0,56.0,13.0,18,79,97,649.1287671,2011,January,Tuesday,13,evening,2011-01,01
82,2011-01-04 14:00:00,Spring,Clear,11.0,52.0,15.0,9,54,63,386.8287671,2011,January,Tuesday,14,evening,2011-01,01
83,2011-01-04 15:00:00,Spring,Clear,11.0,52.0,17.0,17,48,65,498.6287671,2011,January,Tuesday,15,evening,2011-01,01
84,2011-01-04 16:00:00,Spring,Clear,12.0,62.0,13.0,15,68,83,550.2287671,2011,January,Tuesday,16,evening,2011-01,01
85,2011-01-04 17:00:00,Spring,Clear,11.0,48.0,15.0,10,202,212,1040.428767,2011,January,Tuesday,17,night,2011-01,01
86,2011-01-04 18:00:00,Spring,Clear,11.0,48.0,13.0,3,179,182,821.1287671,2011,January,Tuesday,18,night,2011-01,01
87,2011-01-04 19:00:00,Spring,Clear,10.0,48.0,7.0,2,110,112,507.2287671,2011,January,Tuesday,19,night,2011-01,01
88,2011-01-04 20:00:00,Spring,Clear,10.0,48.0,7.0,1,53,54,244.9287671,2011,January,Tuesday,20,night,2011-01,01
89,2011-01-04 21:00:00,Spring,Clear,9.0,64.0,0.0,0,48,48,206.2287671,2011,January,Tuesday,21,night,2011-01,01
90,2011-01-04 22:00:00,Spring,Clear,20.0,62.0,13.0,1,34,35,163.2287671,2011,January,Tuesday,22,night,2011-01,01
91,2011-01-04 23:00:00,Spring,Clear,8.0,69.0,6.0,2,9,11,72.92876712,2011,January,Tuesday,23,night,2011-01,01
92,2011-01-05 00:00:00,Spring,Clear,8.0,64.0,0.0,0,6,6,25.62876712,2011,January,Wednesday,0,monring,2011-01,01
93,2011-01-05 01:00:00,Spring,Clear,20.0,74.0,6.0,0,6,6,25.62876712,2011,January,Wednesday,1,monring,2011-01,01
94,2011-01-05 02:00:00,Spring,Clear,7.0,74.0,13.0,0,2,2,8.428767123,2011,January,Wednesday,2,monring,2011-01,01
95,2011-01-05 04:00:00,Spring,Clear,10.0,48.0,15.0,0,2,2,8.428767123,2011,January,Wednesday,4,monring,2011-01,01
96,2011-01-05 05:00:00,Spring,Clear,9.0,47.0,13.0,0,3,3,12.72876712,2011,January,Wednesday,5,monring,2011-01,01
97,2011-01-05 06:00:00,Spring,Clear,8.0,47.0,15.0,0,33,33,141.7287671,2011,January,Wednesday,6,monring,2011-01,01
98,2011-01-05 07:00:00,Spring,Clear,7.0,43.0,13.0,1,87,88,391.1287671,2011,January,Wednesday,7,monring,2011-01,01
99,2011-01-05 08:00:00,Spring,Clear,8.0,40.0,20.0,3,192,195,877.0287671,2011,January,Wednesday,8,monring,2011-01,01
100,2011-01-05 09:00:00,Spring,Clear,9.0,37.0,22.0,6,109,115,571.7287671,2011,January,Wednesday,9,monring,2011-01,01
101,2011-01-05 10:00:00,Spring,Clear,9.0,37.0,22.0,4,53,57,296.5287671,2011,January,Wednesday,10,monring,2011-01,01
102,2011-01-05 11:00:00,Spring,Clear,11.0,33.0,22.0,12,34,46,352.4287671,2011,January,Wednesday,11,night,2011-01,01
103,2011-01-05 12:00:00,Spring,Clear,11.0,33.0,13.0,5,74,79,404.0287671,2011,January,Wednesday,12,evening,2011-01,01
104,2011-01-05 13:00:00,Spring,Clear,11.0,62.0,20.0,6,65,71,382.5287671,2011,January,Wednesday,13,evening,2011-01,01
105,2011-01-05 14:00:00,Spring,Clear,12.0,28.0,13.0,10,52,62,395.4287671,2011,January,Wednesday,14,evening,2011-01,01
106,2011-01-05 15:00:00,Spring,Clear,20.0,28.0,13.0,7,55,62,356.7287671,2011,January,Wednesday,15,evening,2011-01,01
107,2011-01-05 16:00:00,Spring,Clear,12.0,28.0,6.0,4,85,89,434.1287671,2011,January,Wednesday,16,evening,2011-01,01
108,2011-01-05 17:00:00,Spring,Clear,20.0,62.0,13.0,4,186,190,868.4287671,2011,January,Wednesday,17,night,2011-01,01
109,2011-01-05 18:00:00,Spring,Clear,10.0,38.0,9.0,3,166,169,765.2287671,2011,January,Wednesday,18,night,2011-01,01
110,2011-01-05 19:00:00,Spring,Clear,20.0,38.0,7.0,5,127,132,631.9287671,2011,January,Wednesday,19,night,2011-01,01
111,2011-01-05 20:00:00,Spring,Clear,9.0,62.0,11.0,7,82,89,472.8287671,2011,January,Wednesday,20,night,2011-01,01
112,2011-01-05 21:00:00,Spring,Clear,8.0,62.0,13.0,3,40,43,223.4287671,2011,January,Wednesday,21,night,2011-01,01
113,2011-01-05 22:00:00,Spring,Clear,7.0,55.0,13.0,1,41,42,193.3287671,2011,January,Wednesday,22,night,2011-01,01
114,2011-01-05 23:00:00,Spring,Clear,8.0,47.0,0.0,1,18,19,94.42876712,2011,January,Wednesday,23,night,2011-01,01
115,2011-01-06 00:00:00,Spring,Clear,7.0,62.0,0.0,0,11,11,47.12876712,2011,January,Thursday,0,monring,2011-01,01
116,2011-01-06 01:00:00,Spring,Clear,7.0,62.0,13.0,0,4,4,17.02876712,2011,January,Thursday,1,monring,2011-01,01
117,2011-01-06 02:00:00,Spring,Clear,7.0,64.0,13.0,0,2,2,8.428767123,2011,January,Thursday,2,monring,2011-01,01
118,2011-01-06 04:00:00,Spring,Mist,7.0,62.0,6.0,0,1,1,4.128767123,2011,January,Thursday,4,monring,2011-01,01
119,2011-01-06 05:00:00,Spring,Clear,20.0,69.0,13.0,0,4,4,17.02876712,2011,January,Thursday,5,monring,2011-01,01
120,2011-01-06 06:00:00,Spring,Clear,6.0,63.0,7.0,0,36,36,154.6287671,2011,January,Thursday,6,monring,2011-01,01
121,2011-01-06 07:00:00,Spring,Mist,20.0,62.0,13.0,0,95,95,408.3287671,2011,January,Thursday,7,monring,2011-01,01
122,2011-01-06 08:00:00,Spring,Clear,7.0,62.0,0.0,3,216,219,980.2287671,2011,January,Thursday,8,monring,2011-01,01
123,2011-01-06 09:00:00,Spring,Mist,7.0,62.0,0.0,6,116,122,601.8287671,2011,January,Thursday,9,monring,2011-01,01
124,2011-01-06 10:00:00,Spring,Clear,8.0,47.0,13.0,3,42,45,232.0287671,2011,January,Thursday,10,monring,2011-01,01
125,2011-01-06 11:00:00,Spring,Clear,9.0,62.0,6.0,2,57,59,279.3287671,2011,January,Thursday,11,night,2011-01,01
126,2011-01-06 12:00:00,Spring,Clear,11.0,35.0,0.0,6,78,84,438.4287671,2011,January,Thursday,12,evening,2011-01,01
127,2011-01-06 13:00:00,Spring,Clear,11.0,35.0,7.0,12,55,67,442.7287671,2011,January,Thursday,13,evening,2011-01,01
128,2011-01-06 14:00:00,Spring,Clear,20.0,36.0,13.0,11,59,70,442.7287671,2011,January,Thursday,14,evening,2011-01,01
129,2011-01-06 15:00:00,Spring,Clear,11.0,36.0,13.0,8,54,62,369.6287671,2011,January,Thursday,15,evening,2011-01,01
130,2011-01-06 16:00:00,Spring,Clear,11.0,62.0,13.0,12,74,86,524.4287671,2011,January,Thursday,16,evening,2011-01,01
131,2011-01-06 17:00:00,Spring,Clear,20.0,51.0,11.0,9,163,172,855.5287671,2011,January,Thursday,17,night,2011-01,01
132,2011-01-06 18:00:00,Spring,Clear,9.0,51.0,13.0,5,158,163,765.2287671,2011,January,Thursday,18,night,2011-01,01
133,2011-01-06 19:00:00,Spring,Clear,9.0,55.0,6.0,3,109,112,520.1287671,2011,January,Thursday,19,night,2011-01,01
134,2011-01-06 20:00:00,Spring,Clear,8.0,51.0,11.0,3,66,69,335.2287671,2011,January,Thursday,20,night,2011-01,01
135,2011-01-06 21:00:00,Spring,Mist,9.0,55.0,15.0,0,48,48,206.2287671,2011,January,Thursday,21,night,2011-01,01
136,2011-01-06 22:00:00,Spring,Clear,9.0,62.0,19.0,1,51,52,236.3287671,2011,January,Thursday,22,night,2011-01,01
137,2011-01-06 23:00:00,Spring,Mist,20.0,62.0,13.0,4,19,23,150.3287671,2011,January,Thursday,23,night,2011-01,01
138,2011-01-07 00:00:00,Spring,Mist,20.0,62.0,13.0,4,13,17,124.5287671,2011,January,Friday,0,monring,2011-01,01
139,2011-01-07 01:00:00,Spring,Mist,8.0,69.0,15.0,2,5,7,55.72876712,2011,January,Friday,1,monring,2011-01,01
140,2011-01-07 02:00:00,Spring,Mist,8.0,69.0,15.0,0,1,1,4.128767123,2011,January,Friday,2,monring,2011-01,01
141,2011-01-07 04:00:00,Spring,Clear,8.0,62.0,9.0,0,1,1,4.128767123,2011,January,Friday,4,monring,2011-01,01
142,2011-01-07 05:00:00,Spring,Rainy,9.0,62.0,0.0,0,5,5,21.32876712,2011,January,Friday,5,monring,2011-01,01
143,2011-01-07 06:00:00,Spring,Clear,8.0,69.0,13.0,8,26,34,249.2287671,2011,January,Friday,6,monring,2011-01,01
144,2011-01-07 07:00:00,Spring,Clear,8.0,69.0,13.0,8,76,84,464.2287671,2011,January,Friday,7,monring,2011-01,01
145,2011-01-07 08:00:00,Spring,Clear,8.0,51.0,13.0,20,190,210,1160.828767,2011,January,Friday,8,monring,2011-01,01
146,2011-01-07 09:00:00,Spring,Clear,8.0,47.0,20.0,9,125,134,692.1287671,2011,January,Friday,9,monring,2011-01,01
147,2011-01-07 10:00:00,Spring,Clear,20.0,62.0,22.0,16,47,63,477.1287671,2011,January,Friday,10,monring,2011-01,01
148,2011-01-07 11:00:00,Spring,Mist,8.0,40.0,13.0,19,48,67,533.0287671,2011,January,Friday,11,night,2011-01,01
149,2011-01-07 12:00:00,Spring,Clear,20.0,62.0,17.0,9,50,59,369.6287671,2011,January,Friday,12,evening,2011-01,01
150,2011-01-07 13:00:00,Spring,Mist,8.0,37.0,19.0,9,64,73,429.8287671,2011,January,Friday,13,evening,2011-01,01
151,2011-01-07 14:00:00,Spring,Mist,8.0,40.0,17.0,7,43,50,305.1287671,2011,January,Friday,14,evening,2011-01,01
152,2011-01-07 15:00:00,Spring,Mist,8.0,37.0,11.0,9,63,72,425.5287671,2011,January,Friday,15,evening,2011-01,01
153,2011-01-07 16:00:00,Spring,Mist,8.0,37.0,11.0,5,82,87,438.4287671,2011,January,Friday,16,evening,2011-01,01
154,2011-01-07 17:00:00,Spring,Mist,8.0,37.0,13.0,9,178,187,920.0287671,2011,January,Friday,17,night,2011-01,01
155,2011-01-07 18:00:00,Spring,Clear,20.0,40.0,6.0,7,116,123,619.0287671,2011,January,Friday,18,night,2011-01,01
156,2011-01-07 19:00:00,Spring,Clear,7.0,55.0,6.0,3,92,95,447.0287671,2011,January,Friday,19,night,2011-01,01
157,2011-01-07 20:00:00,Spring,Clear,7.0,47.0,7.0,1,50,51,232.0287671,2011,January,Friday,20,night,2011-01,01
158,2011-01-07 21:00:00,Spring,Clear,20.0,62.0,9.0,0,39,39,167.5287671,2011,January,Friday,21,night,2011-01,01
159,2011-01-07 22:00:00,Spring,Clear,7.0,62.0,13.0,2,34,36,180.4287671,2011,January,Friday,22,night,2011-01,01
160,2011-01-07 23:00:00,Spring,Mist,7.0,62.0,13.0,1,14,15,77.22876712,2011,January,Friday,23,night,2011-01,01
161,2011-01-08 00:00:00,Spring,Mist,20.0,51.0,11.0,1,24,25,120.2287671,2011,January,Saturday,0,monring,2011-01,01
162,2011-01-08 01:00:00,Spring,Mist,7.0,55.0,6.0,1,15,16,81.52876712,2011,January,Saturday,1,monring,2011-01,01
163,2011-01-08 02:00:00,Spring,Mist,7.0,55.0,0.0,3,13,16,107.3287671,2011,January,Saturday,2,monring,2011-01,01
164,2011-01-08 03:00:00,Spring,Rainy,7.0,55.0,11.0,0,7,7,29.92876712,2011,January,Saturday,3,monring,2011-01,01
165,2011-01-08 04:00:00,Spring,Rainy,7.0,55.0,11.0,0,1,1,4.128767123,2011,January,Saturday,4,monring,2011-01,01
166,2011-01-08 05:00:00,Spring,Clear,20.0,62.0,13.0,0,5,5,21.32876712,2011,January,Saturday,5,monring,2011-01,01
167,2011-01-08 06:00:00,Spring,Clear,20.0,74.0,11.0,0,2,2,8.428767123,2011,January,Saturday,6,monring,2011-01,01
168,2011-01-08 07:00:00,Spring,Mist,7.0,74.0,7.0,1,8,9,51.42876712,2011,January,Saturday,7,monring,2011-01,01
169,2011-01-08 08:00:00,Spring,Rainy,7.0,93.0,7.0,0,15,15,64.32876712,2011,January,Saturday,8,monring,2011-01,01
170,2011-01-08 09:00:00,Spring,Rainy,7.0,93.0,7.0,0,20,20,85.82876712,2011,January,Saturday,9,monring,2011-01,01
171,2011-01-08 10:00:00,Spring,Mist,7.0,80.0,11.0,5,56,61,326.6287671,2011,January,Saturday,10,monring,2011-01,01
172,2011-01-08 11:00:00,Spring,Mist,8.0,69.0,13.0,2,60,62,292.2287671,2011,January,Saturday,11,night,2011-01,01
173,2011-01-08 12:00:00,Spring,Mist,8.0,59.0,13.0,8,90,98,524.4287671,2011,January,Saturday,12,evening,2011-01,01
174,2011-01-08 13:00:00,Spring,Clear,8.0,62.0,22.0,7,95,102,528.7287671,2011,January,Saturday,13,evening,2011-01,01
175,2011-01-08 14:00:00,Spring,Clear,8.0,62.0,13.0,12,83,95,563.1287671,2011,January,Saturday,14,evening,2011-01,01
176,2011-01-08 15:00:00,Spring,Clear,20.0,32.0,30.0,5,69,74,382.5287671,2011,January,Saturday,15,evening,2011-01,01
177,2011-01-08 16:00:00,Spring,Clear,7.0,62.0,13.0,8,68,76,429.8287671,2011,January,Saturday,16,evening,2011-01,01
178,2011-01-08 17:00:00,Spring,Clear,20.0,62.0,37.0,5,64,69,361.0287671,2011,January,Saturday,17,night,2011-01,01
179,2011-01-08 18:00:00,Spring,Clear,6.0,39.0,13.0,3,52,55,275.0287671,2011,January,Saturday,18,night,2011-01,01
180,2011-01-08 19:00:00,Spring,Clear,20.0,62.0,17.0,4,26,30,180.4287671,2011,January,Saturday,19,night,2011-01,01
181,2011-01-08 20:00:00,Spring,Clear,5.0,36.0,13.0,0,28,28,120.2287671,2011,January,Saturday,20,night,2011-01,01
182,2011-01-08 21:00:00,Spring,Clear,5.0,62.0,24.0,2,35,37,184.7287671,2011,January,Saturday,21,night,2011-01,01
183,2011-01-08 22:00:00,Spring,Clear,5.0,62.0,26.0,1,33,34,158.9287671,2011,January,Saturday,22,night,2011-01,01
184,2011-01-08 23:00:00,Spring,Clear,4.0,39.0,30.0,0,22,22,94.42876712,2011,January,Saturday,23,night,2011-01,01
185,2011-01-09 00:00:00,Spring,Clear,20.0,42.0,13.0,1,24,25,120.2287671,2011,January,Sunday,0,monring,2011-01,01
186,2011-01-09 01:00:00,Spring,Clear,4.0,42.0,31.0,0,12,12,51.42876712,2011,January,Sunday,1,monring,2011-01,01
187,2011-01-09 02:00:00,Spring,Clear,4.0,62.0,13.0,0,11,11,47.12876712,2011,January,Sunday,2,monring,2011-01,01
188,2011-01-09 03:00:00,Spring,Clear,20.0,46.0,28.0,0,4,4,17.02876712,2011,January,Sunday,3,monring,2011-01,01
189,2011-01-09 04:00:00,Spring,Clear,3.0,53.0,13.0,0,1,1,4.128767123,2011,January,Sunday,4,monring,2011-01,01
190,2011-01-09 05:00:00,Spring,Clear,3.0,62.0,13.0,0,1,1,4.128767123,2011,January,Sunday,5,monring,2011-01,01
191,2011-01-09 06:00:00,Spring,Clear,4.0,62.0,13.0,0,1,1,4.128767123,2011,January,Sunday,6,monring,2011-01,01
192,2011-01-09 07:00:00,Spring,Clear,3.0,53.0,13.0,1,5,6,38.52876712,2011,January,Sunday,7,monring,2011-01,01
193,2011-01-09 08:00:00,Spring,Clear,20.0,62.0,13.0,0,10,10,42.82876712,2011,January,Sunday,8,monring,2011-01,01
194,2011-01-09 09:00:00,Spring,Clear,20.0,62.0,35.0,0,19,19,81.52876712,2011,January,Sunday,9,monring,2011-01,01
195,2011-01-09 10:00:00,Spring,Clear,6.0,43.0,26.0,0,49,49,210.5287671,2011,January,Sunday,10,monring,2011-01,01
196,2011-01-09 11:00:00,Spring,Clear,7.0,40.0,35.0,2,47,49,236.3287671,2011,January,Sunday,11,night,2011-01,01
197,2011-01-09 12:00:00,Spring,Clear,7.0,37.0,30.0,4,79,83,408.3287671,2011,January,Sunday,12,evening,2011-01,01
198,2011-01-09 13:00:00,Spring,Clear,8.0,34.0,30.0,6,69,75,399.7287671,2011,January,Sunday,13,evening,2011-01,01
199,2011-01-09 14:00:00,Spring,Clear,20.0,32.0,31.0,8,64,72,412.6287671,2011,January,Sunday,14,evening,2011-01,01
200,2011-01-09 15:00:00,Spring,Clear,9.0,62.0,13.0,5,77,82,416.9287671,2011,January,Sunday,15,evening,2011-01,01
